Unnamed: 0,image_filename,realative_coordinates,label,fold
179,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-16.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
180,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-19.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
181,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-21.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
182,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-24.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
183,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-26.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
184,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-29.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
185,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-01.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
186,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-04.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
187,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-06.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
188,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-09.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
189,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-14.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
190,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-16.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
191,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-19.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
192,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-24.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
193,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-29.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
194,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-31.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
195,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-03.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
196,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-05.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
197,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-08.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
198,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-18.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
199,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-20.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
200,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-23.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
201,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-25.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
202,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-30.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
203,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-03.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
204,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-10.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
205,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-15.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
206,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-07.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
207,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-17.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
208,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-19.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
209,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-24.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
210,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-29.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
211,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-01.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
212,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-08.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
213,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-10-21.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
214,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-10-23.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
215,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-11-02.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
216,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-11-07.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
217,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-11-15.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
218,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-11-22.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
219,./data/predictors_data generating predictor 005.train.dir/image_0005_sentinel-map-time-test-dir__2019-11-25.png,"[0.4102919111101073, 0.22087388505860872, 0.7650965333341446, 0.6235402910751873]",incorrect,0
220,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-01-19.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
221,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-01-21.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
222,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-01-24.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
223,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-01-31.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
224,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-02-18.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
225,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-02-25.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
226,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-03-12.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
227,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-03-25.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
228,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-03-27.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
229,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-03-30.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
230,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-01.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
231,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-04.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
232,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-06.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
233,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-14.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
234,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-16.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
235,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-19.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
236,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-21.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
237,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-24.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
238,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-26.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
239,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-04-29.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
240,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-01.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
241,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-04.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
242,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-06.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
243,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-09.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
244,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-14.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
245,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-16.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
246,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-19.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
247,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-24.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
248,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-29.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
249,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-05-31.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
250,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-06-03.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
251,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-06-05.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
252,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-06-08.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
253,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-06-18.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
254,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-06-20.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
255,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-06-23.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
256,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-06-25.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
257,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-06-30.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
258,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-07-03.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
259,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-07-10.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
260,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-07-15.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
261,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-08-07.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
262,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-08-17.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
263,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-08-19.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
264,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-08-24.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
265,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-08-29.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
266,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-09-01.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
267,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-09-08.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
268,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-10-21.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
269,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-10-23.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
270,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-11-02.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
271,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-11-07.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
272,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-11-15.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
273,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-11-22.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
274,./data/predictors_data generating predictor 005.train.dir/image_0007_sentinel-map-time-test-dir__2019-11-25.png,"[0.3668579555560427, 0.4271058529448055, 0.7216170666670223, 0.8302106800492766]",incorrect,3
275,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-01-19.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
276,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-01-21.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
277,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-01-24.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
278,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-01-31.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
279,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-02-18.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
280,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-02-25.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
281,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-03-12.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
282,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-03-25.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
283,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-03-27.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
284,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-03-30.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
285,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-01.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
286,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-04.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
287,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-06.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
288,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-14.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
289,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-16.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
290,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-19.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
291,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-21.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
292,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-24.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
293,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-26.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
294,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-04-29.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
295,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-01.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
296,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-04.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
297,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-06.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
298,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-09.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
299,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-14.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
300,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-16.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
301,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-19.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
302,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-24.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
303,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-29.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
304,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-05-31.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
305,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-06-03.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
306,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-06-05.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
307,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-06-08.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
308,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-06-18.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
309,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-06-20.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
310,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-06-23.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
311,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-06-25.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
312,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-06-30.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
313,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-07-03.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
314,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-07-10.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
315,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-07-15.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
316,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-08-07.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
317,./data/predictors_data generating predictor 005.train.dir/image_0003_sentinel-map-time-test-dir__2019-08-17.png,"[0.40346595555638487, 0.4775186831375322, 0.7582705777786032, 0.8804170605535546]",incorrect,2
